Generation,evals,avg,std,min,max,best_one,fitness_best_one 
606,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
607,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
608,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
609,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
610,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
611,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
612,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
613,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
614,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
615,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
616,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
617,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
618,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
619,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
620,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
621,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
622,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
623,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
624,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
625,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
626,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
627,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
628,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
629,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
630,318,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
631,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
632,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
633,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
634,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
635,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
636,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
637,316,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
638,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
639,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
640,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
641,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
642,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
643,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
644,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
645,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
646,360,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
647,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
648,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
649,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
650,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
651,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
652,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
653,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
654,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
655,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
656,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
657,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
658,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
659,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
660,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
661,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
662,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
663,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
664,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
665,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
666,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
667,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
668,318,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
669,358,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
670,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
671,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
672,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
673,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
674,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
675,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
676,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
677,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
678,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
679,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
680,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
681,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
682,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
683,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
684,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
685,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
686,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
687,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
688,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
689,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
690,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
691,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
692,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
693,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
694,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
695,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
696,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
